race_id,race_name,race_date,venue_code,race_number,horse_number,horse_name,sex_encoded,age,weight,popularity,odds_numeric,last_3f,horse_weight_kg,horse_weight_change,trainer_encoded,trainer_frequency,jockey_encoded,jockey_frequency,year,month,day_of_week,field_size,race_avg_odds,race_avg_weight,race_type_encoded
20251123_kyoto_05,京都5R,2025-11-23,8,5,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_05,京都5R,2025-11-23,8,5,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_06,京都6R,2025-11-23,8,6,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_07,京都7R,2025-11-23,8,7,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_08,京都8R,2025-11-23,8,8,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_09,京都9R,2025-11-23,8,9,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_10,京都10R,2025-11-23,8,10,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_11,京都11R,2025-11-23,8,11,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,1,馬1,0,4,57.0,1,5.0,35.0,480,0,1,50,1,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,2,馬2,0,4,57.0,2,10.0,35.0,480,0,2,50,2,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,3,馬3,0,4,57.0,3,15.0,35.0,480,0,3,50,3,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,4,馬4,0,4,57.0,4,20.0,35.0,480,0,4,50,4,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,5,馬5,0,4,57.0,5,25.0,35.0,480,0,5,50,5,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,6,馬6,0,4,57.0,6,30.0,35.0,480,0,6,50,6,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,7,馬7,0,4,57.0,7,35.0,35.0,480,0,7,50,7,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,8,馬8,0,4,57.0,8,40.0,35.0,480,0,8,50,8,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,9,馬9,0,4,57.0,9,45.0,35.0,480,0,9,50,9,100,2025,11,5,10,25.0,56.0,0
20251123_kyoto_12,京都12R,2025-11-23,8,12,10,馬10,0,4,57.0,10,50.0,35.0,480,0,10,50,10,100,2025,11,5,10,25.0,56.0,0
